Sembol,Tarih,Fiyat (Son),Sinyal,Skor (Al),Skor (Sat),Elmas Formasyonu,AlphaTrend,MA,MACD,MACD_Signal,MACD_Positive,RSI,ADX,OBV_Diff,BB_Low,BB_Mavg,BB_High,BB_W,EMA20_gt_EMA50_gt_EMA200,Dipten Uzaklık (%),ATH'ye Uzaklık (%),ATH Breakout,ATH Dip Potansiyeli,Cup&Handle Formasyonu,Bull Flag Formasyonu,TOBO Formasyonu,Gelişmiş TOBO,EMA5_137 Sinyal,EMA5_137 Sinyal_Numeric,EMA3_199 Sinyal,EMA3_199 Sinyal_Numeric,EMA3_200 Sinyal,EMA3_200 Sinyal_Numeric,CandleGoldenCross_Over,Confirmed_BUY,Confirmed_SELL,CandleGoldenCross_Over_Confirmed_BUY,Confirmed_SELL_CandleCrossUnder,STOP Fiyat,TP Fiyat,Haftalık Değişim (%),Aylık Değişim (%),Ortalama Hacim (TL),F/K,PD/DD,Yorumlar,PUANLAMA_V4,TP Oran (%),Sinyal_Sort,VolumeDeltaUp_Sort,Formasyon_Sort,FormasyonTazeKirilim,BONUS_SCORE,DipSkor,ATHSkor,OBVSkor,TazeSkor,FinalSkorEx,__FDTT_NET_TL,__FDTT_ADV7_TL,KURUM_FDTT_SINYAL,__AKD_1D_NET_TL_NORM_ND,__AKD_3D_NET_TL_NORM_ND,KURUM_AKD_SINYAL,__AKD_PUAN,__FDTT_PUAN,__KURUM_PUAN,AL_VETO_SHOCK,__TURNOVER_1D,__TURNOVER_3D,__FF_MCAP,AKD_NOTE,KURUM_AKD_SKOR,FinalSkorPlus,__FDTT_NET_PP,__FDTT_NET_TL_NORM,__AKD_RECENCY_COMBO,Analiz_Tarihi_str,Alis_Fiyati_AnalizGunu,Max_Getiri_%,Getiri_1Hafta_Sonu_%,Zirve_Kayip_%,Fiyat_EnYuksek_5Gun,Fiyat_EnDusuk_5Gun,Max_Getiri_5Gun_%,Gun_EnYuksek,Gun_EnDusuk,Max_Getiri_15Gun_%,Getiri_15Gun_Sonu_%,Zirve_Kayip_15Gun_%,Fiyat_EnYuksek_15Gun,Fiyat_EnDusuk_15Gun,SMA5_137_15m_Sinyal,SMA5_137_15m_Sinyal_Numeric,SMA5_137_15m_Sinyal_Filt,SMA5_137_15m_Sinyal_Filt_Numeric,SMA5_137_15m_CrossTime,SMA5_137_15m_BarsSinceCross,SMA5_137_1h_Sinyal,SMA5_137_1h_Sinyal_Numeric,SMA5_137_1h_Sinyal_Filt,SMA5_137_1h_Sinyal_Filt_Numeric,SMA5_137_1h_CrossTime,SMA5_137_1h_BarsSinceCross,SMA5_137_4h_Sinyal,SMA5_137_4h_Sinyal_Numeric,SMA5_137_4h_Sinyal_Filt,SMA5_137_4h_Sinyal_Filt_Numeric,SMA5_137_4h_CrossTime,SMA5_137_4h_BarsSinceCross,SMA5_137_1d_Sinyal,SMA5_137_1d_Sinyal_Numeric,SMA5_137_1d_Sinyal_Filt,SMA5_137_1d_Sinyal_Filt_Numeric,SMA5_137_1d_CrossTime,SMA5_137_1d_BarsSinceCross,EW_WaveType_1d,EW_CurrentWave_1d,EW_Phase_1d,EW_LastPivotTime_1d,EW_LastPivotPrice_1d,EW_WaveType_4h,EW_CurrentWave_4h,EW_Phase_4h,EW_LastPivotTime_4h,EW_LastPivotPrice_4h,Top_Grup,Top_Grup_15Gun
BAHKM,2025-10-09,50.6,-100,0,3,0,53.6,52.08,-1.49,-1.59,1,42.98,13.76,-780817.0,47.97,51.79,55.61,14.76,0,25.19,23.56,0,100,0,0,1,0,,,,,,,0,0,0,0,0,46.42,54.78,1.36,-10.68,67018496,0.0,2.18,"ATR Oranı düşük (5.51%) | Gelişmiş TOBO formasyonu | ATR STOP: 46.42, TP: 54.78 | 1H:%1.36 | 1A:%-10.68",3,8.26,0,0,1,0,0,-25.19,-23.56,-780817.0,0,-14.83,,,,,,,,,,,,,,,,,,,,2025-10-09,50.6,14.723320158102757,14.723320158102757,0.0,58.05,49.96,14.723320158102757,6,2,14.723320158102757,-5.494071146245061,17.622739018087852,58.05,47.52,SAT,-50.0,SAT,-50.0,2025-10-09 14:45,0.0,-,0.0,SAT,-50.0,2025-09-22 14:30,117.0,-,0.0,SAT,-50.0,2025-09-11 12:00,60.0,-,0.0,AL,50.0,2025-07-16 00:00,61.0,,,,,,,,,,,1,0
BAKAB,2025-10-09,38.34,-50,0,4,0,38.43,38.84,-0.24,-0.0,0,46.64,14.91,203433.0,36.79,39.24,41.69,12.51,1,40.44,13.1,0,0,0,0,0,0,,,,,,,0,0,0,0,0,35.87,40.81,-1.29,7.39,15074717,0.0,1.06,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.3%) | ATR STOP: 35.87, TP: 40.81 | 1H:%-1.29 | 1A:%7.39",1,6.44,0,0,0,0,0,-40.44,-13.1,203433.0,0,-35.15,,,,,,,,,,,,,,,,,,,,2025-10-09,38.34,0.26082420448616145,-4.173187271778824,4.422476586888647,38.44,35.82,0.26082420448616145,1,2,11.111111111111105,6.833594157537812,3.8497652582159634,42.6,35.82,-,0.0,SAT,-50.0,2025-10-09 14:30,1.0,-,0.0,SAT,-50.0,2025-09-30 06:30,71.0,-,0.0,SAT,-50.0,2025-09-30 04:00,23.0,-,0.0,AL,50.0,2025-07-08 00:00,66.0,,,,,,,,,,,0,0
BALSU,2025-10-09,22.88,-50,0,4,0,23.26,23.2,-0.49,-0.29,0,46.65,14.77,5582415.0,21.38,23.4,25.43,17.29,0,65.8,17.22,0,0,0,0,0,0,,,,,,,0,0,0,0,0,21.26,24.5,3.34,1.51,142048928,0.0,5.96,"ATR Oranı düşük (4.73%) | ATR STOP: 21.26, TP: 24.5 | 1H:%3.34 | 1A:%1.51",2,7.08,0,0,0,0,0,-65.8,-17.22,5582415.0,0,-54.88,,,,,,,,,,,,,,,,,,,,2025-10-09,22.88,-2.0979020979020997,-9.87762237762237,7.946428571428561,22.4,20.46,-2.0979020979020997,1,5,-2.0979020979020997,-20.36713286713287,18.660714285714285,22.4,18.22,-,0.0,AL,50.0,2025-10-09 07:15,30.0,-,0.0,SAT,-50.0,2025-09-30 10:30,67.0,-,0.0,SAT,-50.0,2025-09-25 12:00,30.0,-,0.0,-,0.0,,,,,,,,,,,,,0,0
BANVT,2025-10-09,181.8,-50,0,4,0,188.76,189.49,-5.84,-5.39,0,36.89,15.6,-120196.0,174.77,191.12,207.46,17.11,0,5.45,54.55,0,100,1,0,0,0,,,,,,,0,0,0,0,0,171.88,191.72,-0.16,-6.63,50929768,24.667572,1.6,"ATR Oranı düşük (3.64%) | Gelişmiş Cup & Handle | ATR STOP: 171.88, TP: 191.72 | 1H:%-0.16 | 1A:%-6.63",2,5.46,0,0,1,0,0,-5.45,-54.55,-120196.0,0,-4.71,,,,,,,,,,,,,,,,,,,,2025-10-09,181.8,-0.3850385038503944,-0.6600660066006694,0.27609055770292656,181.1,178.5,-0.3850385038503944,1,2,0.6600660066006537,-4.840484048404846,5.46448087431694,183.0,172.2,SAT,-50.0,SAT,-50.0,2025-10-09 14:45,0.0,-,0.0,SAT,-50.0,2025-09-23 13:30,109.0,-,0.0,SAT,-50.0,2025-09-02 12:00,81.0,-,0.0,-,0.0,,,,,,,,,,,,,0,0
BARMA,2025-10-09,20.16,-50,0,4,0,20.64,20.86,0.01,0.2,0,45.85,19.69,-2282264.0,19.48,21.18,22.87,16.05,1,27.59,10.56,0,0,1,0,0,0,,,,,,,0,0,0,0,0,18.4,21.92,-3.54,-4.0,64659282,24.289158,1.37,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (5.82%) | Gelişmiş Cup & Handle | ATR STOP: 18.4, TP: 21.92 | 1H:%-3.54 | 1A:%-4.0",1,8.73,0,0,1,0,0,-27.59,-10.56,-2282264.0,0,-23.34,,,,,,,,,,,,,,,,,,,,2025-10-09,20.16,-1.4880952380952417,-6.101190476190478,4.682779456193352,19.86,18.55,-1.4880952380952417,1,2,15.773809523809524,15.773809523809524,0.0,23.34,18.55,-,0.0,SAT,-50.0,2025-10-08 07:30,62.0,-,0.0,SAT,-50.0,2025-10-03 10:30,40.0,SAT,-50.0,SAT,-50.0,2025-10-09 12:00,0.0,-,0.0,AL,50.0,2025-07-09 00:00,65.0,,,,,,,,,,,0,0
BASGZ,2025-10-09,38.46,50,4,0,0,37.1,36.73,1.21,0.88,1,65.92,24.57,-837923.0,31.86,36.1,40.34,23.48,1,62.41,2.19,100,0,1,0,0,0,,,,,,,0,1,0,0,0,36.46,40.46,0.05,20.49,54047999,15.958506,1.08,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %2.19) | ATR Oranı düşük (3.47%) | Gelişmiş Cup & Handle | ATR STOP: 36.46, TP: 40.46 | 1H:%0.05 | 1A:%20.49 | Confirmed BUY (alphaTrend teyidi)",7,5.2,2,0,1,0,0,-62.41,-2.19,-837923.0,0,-31.82,,,,,,,,,,,,,,,,,,,,2025-10-09,38.46,1.9240769630785284,0.6240249609984451,1.2755102040816324,39.2,37.5,1.9240769630785284,3,2,14.820592823712936,12.012480499219961,2.44565217391304,44.16,37.5,-,0.0,SAT,-50.0,2025-10-09 08:00,27.0,-,0.0,AL,50.0,2025-09-16 07:30,160.0,-,0.0,AL,50.0,2025-09-25 12:00,30.0,-,0.0,AL,50.0,2025-04-30 00:00,111.0,,,,,,,,,,,0,0
BAYRK,2025-10-09,34.6,0,0,0,0,34.11,32.91,0.5,0.82,0,56.48,25.08,5821786.0,29.55,33.83,38.1,25.26,1,109.57,8.37,0,0,1,0,0,0,,,,,,,0,0,0,0,0,31.34,37.86,10.19,17.53,210588360,0.0,24.37,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (6.28%) | Gelişmiş Cup & Handle | ATR STOP: 31.34, TP: 37.86 | 1H:%10.19 | 1A:%17.53",5,9.42,0,0,1,0,0,-109.57,-8.37,5821786.0,0,-84.84,,,,,,,,,,,,,,,,,,,,2025-10-09,34.6,2.6589595375722594,2.25433526011561,0.39414414414414567,35.52,32.3,2.6589595375722594,5,3,8.323699421965305,-37.34104046242775,42.15581643543223,37.48,21.68,-,0.0,AL,50.0,2025-10-09 13:15,6.0,-,0.0,SAT,-50.0,2025-09-29 14:30,72.0,-,0.0,AL,50.0,2025-04-08 08:00,378.0,-,0.0,-,0.0,,,,,,,,,,,,,0,0
BEGYO,2025-10-09,5.58,-100,0,3,0,5.92,6.36,-0.84,-0.94,1,17.7,58.45,-12319570.0,5.3,6.16,7.02,28.01,0,77.71,72.07,0,100,0,0,0,0,,,,,,,0,0,0,0,0,5.07,6.09,-2.62,-23.56,190803811,6.065217,0.95,"ATR Oranı düşük (6.09%) | ATR STOP: 5.07, TP: 6.09 | 1H:%-2.62 | 1A:%-23.56",2,9.14,0,0,0,0,0,-77.71,-72.07,-12319570.0,0,-83.37,,,,,,,,,,,,,,,,,,,,2025-10-09,5.58,4.3010752688172085,-6.451612903225811,10.309278350515473,5.82,5.22,4.3010752688172085,1,6,10.931899641577067,-6.451612903225811,15.670436187399039,6.19,5.06,-,0.0,SAT,-50.0,2025-09-22 10:30,446.0,-,0.0,SAT,-50.0,2025-08-20 11:30,327.0,-,0.0,SAT,-50.0,2025-08-21 12:00,105.0,-,0.0,SAT,-50.0,2025-08-21 00:00,35.0,,,,,,,,,,,0,0
BERA,2025-10-09,18.55,50,4,0,0,17.41,17.65,0.24,0.12,1,62.39,15.35,18485466.0,16.36,17.57,18.78,13.78,1,49.84,0.0,100,0,1,0,0,0,,,,,,,0,0,0,0,0,17.44,19.66,2.43,12.97,248126727,0.015903907,0.49,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %0.0) | ATR Oranı düşük (3.99%) | Gelişmiş Cup & Handle | ATR STOP: 17.44, TP: 19.66 | 1H:%2.43 | 1A:%12.97",7,5.98,2,0,1,0,0,-49.84,-0.0,18485466.0,0,-14.57,,,,,,,,,,,,,,,,,,,,2025-10-09,18.55,-0.4851752021563334,-2.048517520215628,1.5709642470205805,18.46,17.8,-0.4851752021563334,3,2,3.5040431266846284,-7.008086253369276,10.156249999999996,19.2,16.51,-,0.0,AL,50.0,2025-10-03 06:45,164.0,-,0.0,AL,50.0,2025-10-03 07:30,43.0,-,0.0,AL,50.0,2025-10-03 08:00,13.0,-,0.0,AL,50.0,2025-07-29 00:00,52.0,,,,,,,,,,,0,0
BIENY,2025-10-09,40.16,-50,0,4,0,43.44,41.78,-0.98,-0.89,0,41.33,18.87,-4207227.0,38.01,42.35,46.69,20.5,0,48.85,19.92,0,0,1,0,0,0,,,,,,,0,0,1,0,0,37.22,43.1,-0.69,-4.38,412619702,0.0,1.26,"ATR Oranı düşük (4.89%) | Gelişmiş Cup & Handle | ATR STOP: 37.22, TP: 43.1 | 1H:%-0.69 | 1A:%-4.38 | Confirmed SELL (alphaTrend teyidi)",0,7.32,0,0,1,0,0,-48.85,-19.92,-4207227.0,0,-51.04,,,,,,,,,,,,,,,,,,,,2025-10-09,40.16,1.0956175298804902,-0.34860557768922673,1.4285714285714244,40.6,40.02,1.0956175298804902,2,6,7.968127490039849,-26.09561752988047,31.54981549815498,43.36,29.6,-,0.0,SAT,-50.0,2025-10-09 13:45,4.0,-,0.0,-,0.0,,,-,0.0,-,0.0,,,-,0.0,SAT,-50.0,2025-09-26 00:00,9.0,,,,,,,,,,,0,0
BIGEN,2025-10-09,11.17,-50,0,4,0,11.49,11.47,-0.13,-0.05,0,42.67,12.56,8704467.0,10.79,11.52,12.24,12.59,0,14.1,38.63,0,100,0,0,0,0,,,,,,,0,0,0,0,0,10.54,11.8,-0.27,1.73,155859808,10.063063,1.78,"ATR Oranı düşük (3.77%) | ATR STOP: 10.54, TP: 11.8 | 1H:%-0.27 | 1A:%1.73",2,5.64,0,0,0,0,0,-14.1,-38.63,8704467.0,0,-7.17,,,,,,,,,,,,,,,,,,,,2025-10-09,11.17,0.7162041181736801,-6.982990152193369,7.6444444444444395,11.25,10.28,0.7162041181736801,1,5,3.1333930170098445,-9.221128021486118,11.979166666666659,11.52,9.98,-,0.0,SAT,-50.0,2025-10-01 07:45,226.0,-,0.0,SAT,-50.0,2025-10-02 14:30,45.0,-,0.0,SAT,-50.0,2025-10-01 12:00,18.0,-,0.0,SAT,-50.0,2025-09-01 00:00,28.0,,,,,,,,,,,0,0
BIOEN,2025-10-09,24.76,-50,0,4,0,25.72,25.38,0.36,0.76,0,46.47,24.16,-3833785.0,24.27,25.98,27.69,13.19,1,74.74,8.7,0,0,0,0,0,0,,,,,,,0,0,0,0,0,23.03,26.49,-3.66,4.56,100540349,0.0,2.99,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.67%) | ATR STOP: 23.03, TP: 26.49 | 1H:%-3.66 | 1A:%4.56",0,6.99,0,0,0,0,0,-74.74,-8.7,-3833785.0,0,-74.56,,,,,,,,,,,,,,,,,,,,2025-10-09,24.76,1.4539579967689797,-6.138933764135715,7.484076433121029,25.12,23.08,1.4539579967689797,1,5,1.4539579967689797,-17.447495961227787,18.630573248407643,25.12,19.76,-,0.0,SAT,-50.0,2025-10-09 12:00,11.0,-,0.0,SAT,-50.0,2025-10-02 10:30,49.0,-,0.0,AL,50.0,2025-08-22 04:00,104.0,-,0.0,-,0.0,,,,,,,,,,,,,0,0
BIZIM,2025-10-09,26.7,-50,0,4,0,27.34,27.17,-0.26,-0.17,0,44.08,14.65,-306294.0,25.93,27.31,28.69,10.09,0,16.8,11.53,0,0,1,0,0,0,,,,,,,0,0,0,0,0,25.45,27.95,-0.89,1.68,17999312,0.0,6.11,"ATR Oranı düşük (3.13%) | Gelişmiş Cup & Handle | ATR STOP: 25.45, TP: 27.95 | 1H:%-0.89 | 1A:%1.68",1,4.68,0,0,1,0,0,-16.8,-11.53,-306294.0,0,-11.68,,,,,,,,,,,,,,,,,,,,2025-10-09,26.7,0.9737827715355865,-3.520599250936321,4.451038575667654,26.96,25.4,0.9737827715355865,1,5,8.089887640449438,-3.0711610486891394,10.325710325710327,28.86,25.02,-,0.0,AL,50.0,2025-10-09 06:45,32.0,-,0.0,SAT,-50.0,2025-09-29 08:30,78.0,-,0.0,SAT,-50.0,2025-09-29 04:00,26.0,-,0.0,AL,50.0,2025-07-16 00:00,61.0,,,,,,,,,,,0,0
BLCYT,2025-10-09,27.4,50,4,0,0,26.37,25.02,1.55,1.18,1,67.36,36.94,2577893.0,20.26,24.54,28.81,34.84,1,95.85,3.99,0,0,1,0,0,0,,,,,,,0,0,0,0,0,25.49,29.31,-2.14,21.78,103052416,97.85714,0.74,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.64%) | Gelişmiş Cup & Handle | ATR STOP: 25.49, TP: 29.31 | 1H:%-2.14 | 1A:%21.78",6,6.97,2,0,1,0,0,-95.85,-3.99,2577893.0,0,-66.97,,,,,,,,,,,,,,,,,,,,2025-10-09,27.4,-9.489051094890504,-15.620437956204372,6.774193548387096,24.8,22.9,-9.489051094890504,1,5,12.773722627737227,12.773722627737227,0.0,30.9,22.9,-,0.0,SAT,-50.0,2025-10-09 11:45,12.0,-,0.0,AL,50.0,2025-09-30 13:30,64.0,-,0.0,AL,50.0,2025-06-30 04:00,218.0,-,0.0,AL,50.0,2025-06-30 00:00,72.0,,,,,,,,,,,0,0
BMSCH,2025-10-09,15.7,50,4,0,0,14.72,14.95,0.22,0.07,1,58.82,10.99,1533725.0,13.47,14.76,16.06,17.51,1,86.09,17.41,0,0,0,0,0,0,,,,,,,0,0,0,0,0,14.68,16.72,4.04,14.43,28380362,0.0,1.02,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.33%) | ATR STOP: 14.68, TP: 16.72 | 1H:%4.04 | 1A:%14.43",4,6.5,2,0,0,0,0,-86.09,-17.41,1533725.0,0,-68.62,,,,,,,,,,,,,,,,,,,,2025-10-09,15.7,7.26114649681529,0.25477707006370015,6.532066508313537,16.84,15.74,7.26114649681529,2,6,32.61146496815287,30.955414012738853,1.2487992315081728,20.82,15.74,AL,50.0,AL,50.0,2025-10-09 14:45,0.0,-,0.0,AL,50.0,2025-09-30 13:30,64.0,-,0.0,AL,50.0,2025-10-02 08:00,16.0,-,0.0,AL,50.0,2025-06-11 00:00,85.0,,,,,,,,,,,0,1
BMSTL,2025-10-09,71.6,100,3,0,0,71.49,69.37,1.28,1.66,0,59.81,39.24,3917075.0,66.83,70.67,74.52,10.89,1,208.87,4.15,0,0,0,0,0,0,,,,,,,0,0,0,0,0,67.2,76.0,4.37,3.47,145525584,0.0,8.57,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.09%) | ATR STOP: 67.2, TP: 76.0 | 1H:%4.37 | 1A:%3.47 | Volume Delta pozitif",3,6.15,1,1,0,0,0,-208.87,-4.15,3917075.0,0,-191.73,,,,,,,,,,,,,,,,,,,,2025-10-09,71.6,-4.259776536312845,-11.382681564245798,7.439824945295396,68.55,63.45,-4.259776536312845,1,6,49.0223463687151,49.0223463687151,0.0,106.7,62.95,-,0.0,AL,50.0,2025-10-09 10:30,17.0,-,0.0,AL,50.0,2025-10-09 11:30,3.0,-,0.0,AL,50.0,2025-07-31 04:00,152.0,-,0.0,-,0.0,,,,,,,,,,,,,0,1
BNTAS,2025-10-09,6.57,-50,0,4,0,7.0,6.92,-0.14,-0.1,0,35.22,15.61,-6221941.0,6.44,6.98,7.51,15.29,0,28.82,48.47,0,100,0,0,0,0,,,,,,,0,0,1,0,0,6.2,6.94,-3.24,-5.74,33403425,22.655174,1.18,"ATR Oranı düşük (3.78%) | ATR STOP: 6.2, TP: 6.94 | 1H:%-3.24 | 1A:%-5.74 | Confirmed SELL (alphaTrend teyidi)",0,5.63,0,0,0,0,0,-28.82,-48.47,-6221941.0,0,-37.23,,,,,,,,,,,,,,,,,,,,2025-10-09,6.57,0.7610350076103474,-1.5220700152207083,2.2658610271903377,6.62,6.38,0.7610350076103474,1,5,7.610350076103501,-0.45662100456621385,7.4964639321075,7.07,6.36,-,0.0,SAT,-50.0,2025-10-07 11:45,78.0,-,0.0,SAT,-50.0,2025-09-25 13:30,91.0,-,0.0,SAT,-50.0,2025-09-24 12:00,33.0,-,0.0,SAT,-50.0,2025-10-08 00:00,1.0,,,,,,,,,,,0,0
BOBET,2025-10-09,19.07,-50,0,4,0,19.82,19.69,-0.37,-0.28,0,36.51,20.75,2776200.0,18.73,19.78,20.83,10.58,0,7.53,33.59,0,100,0,0,0,0,,,,,,,0,0,0,0,0,18.28,19.86,-1.14,-2.7,59495687,0.0,1.12,"ATR Oranı düşük (2.77%) | ATR STOP: 18.28, TP: 19.86 | 1H:%-1.14 | 1A:%-2.7",2,4.14,0,0,0,0,0,-7.53,-33.59,2776200.0,0,-0.5,,,,,,,,,,,,,,,,,,,,2025-10-09,19.07,3.5133717881489153,-3.9328788673308863,7.193515704153993,19.74,18.27,3.5133717881489153,1,5,6.24016780283168,-0.8390141583639231,6.663376110562691,20.26,18.27,SAT,-50.0,SAT,-50.0,2025-10-09 14:45,0.0,-,0.0,SAT,-50.0,2025-09-26 07:30,88.0,-,0.0,SAT,-50.0,2025-09-01 04:00,86.0,-,0.0,SAT,-50.0,2025-08-14 00:00,40.0,,,,,,,,,,,0,0
BORLS,2025-10-09,25.16,50,4,0,0,24.42,24.64,0.44,0.43,1,55.34,41.18,2264528.0,22.87,24.97,27.07,16.81,1,164.7,7.84,0,0,0,0,0,0,,,,,,,0,0,0,0,0,23.21,27.11,-1.02,-1.95,201621513,0.0,11.56,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (5.18%) | ATR STOP: 23.21, TP: 27.11 | 1H:%-1.02 | 1A:%-1.95",4,7.75,2,0,0,0,0,-164.7,-7.84,2264528.0,0,-144.77,,,,,,,,,,,,,,,,,,,,2025-10-09,25.16,7.313195548489665,4.610492845786964,2.5185185185185177,27.0,25.2,7.313195548489665,5,1,20.34976152623212,-53.65659777424483,61.49273447820344,30.28,11.66,-,0.0,AL,50.0,2025-10-09 10:15,18.0,-,0.0,AL,50.0,2025-10-07 13:30,19.0,-,0.0,AL,50.0,2025-07-29 12:00,156.0,-,0.0,AL,50.0,2025-08-13 00:00,41.0,,,,,,,,,,,0,0
BORSK,2025-10-09,21.6,-50,0,4,0,22.9,23.08,-0.52,-0.32,0,33.92,19.78,-1847836.0,21.43,23.33,25.23,16.33,0,14.29,16.47,0,0,0,0,1,0,,,,,,,0,0,1,0,0,20.38,22.82,-4.17,-7.77,46732197,144.0,0.81,"ATR Oranı düşük (3.76%) | Gelişmiş TOBO formasyonu | ATR STOP: 20.38, TP: 22.82 | 1H:%-4.17 | 1A:%-7.77 | Confirmed SELL (alphaTrend teyidi)",0,5.65,0,0,1,0,0,-14.29,-16.47,-1847836.0,0,-15.09,,,,,,,,,,,,,,,,,,,,2025-10-09,21.6,7.0370370370370345,7.0370370370370345,0.0,23.12,22.54,7.0370370370370345,6,3,12.222222222222207,11.018518518518514,1.0726072607260644,24.24,22.44,-,0.0,SAT,-50.0,2025-10-07 13:00,73.0,-,0.0,SAT,-50.0,2025-09-24 08:30,105.0,-,0.0,SAT,-50.0,2025-09-24 08:00,34.0,-,0.0,AL,50.0,2025-07-18 00:00,59.0,,,,,,,,,,,0,0
BOSSA,2025-10-09,7.37,50,4,0,0,7.24,7.15,-0.05,-0.1,1,55.12,15.95,11474673.0,6.74,7.14,7.54,11.18,1,31.61,26.23,0,100,0,0,0,0,,,,,,,0,0,0,0,0,6.88,7.86,3.8,4.39,33159933,inf,1.04,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.46%) | ATR STOP: 6.88, TP: 7.86 | 1H:%3.8 | 1A:%4.39 | Volume Delta pozitif",5,6.65,2,1,0,0,0,-31.61,-26.23,11474673.0,0,-9.96,,,,,,,,,,,,,,,,,,,,2025-10-09,7.37,6.5128900949796416,6.5128900949796416,0.0,7.85,7.3,6.5128900949796416,6,2,6.5128900949796416,-5.427408412483044,11.210191082802547,7.85,6.81,-,0.0,AL,50.0,2025-10-08 13:45,37.0,-,0.0,AL,50.0,2025-10-09 06:30,8.0,-,0.0,SAT,-50.0,2025-09-23 08:00,37.0,-,0.0,AL,50.0,2025-07-29 00:00,52.0,,,,,,,,,,,0,0
BRLSM,2025-10-09,14.9,-100,0,3,0,15.25,15.14,-0.39,-0.41,1,42.97,19.13,2346248.0,14.14,15.14,16.14,13.19,0,20.55,23.0,0,100,1,1,0,0,,,,,,,0,0,1,0,0,14.1,15.7,1.64,1.78,35868312,10.642857,2.05,"ATR Oranı düşük (3.58%) | Gelişmiş Cup & Handle | Gelişmiş Bull Flag | ATR STOP: 14.1, TP: 15.7 | 1H:%1.64 | 1A:%1.78 | Confirmed SELL (alphaTrend teyidi)",4,5.37,0,0,1,0,0,-20.55,-23.0,2346248.0,0,-3.6,,,,,,,,,,,,,,,,,,,,2025-10-09,14.9,1.0067114093959755,-5.503355704697988,6.445182724252496,15.05,14.07,1.0067114093959755,1,5,2.3489932885906017,-8.657718120805376,10.75409836065574,15.25,13.2,-,0.0,AL,50.0,2025-10-09 07:00,31.0,-,0.0,SAT,-50.0,2025-09-26 13:30,82.0,-,0.0,SAT,-50.0,2025-09-04 04:00,77.0,-,0.0,SAT,-50.0,2025-09-09 00:00,22.0,,,,,,,,,,,0,0
BRSAN,2025-10-09,406.25,-50,0,4,0,426.55,428.46,-8.97,-1.62,0,39.98,22.64,721603.0,388.32,438.71,489.11,22.97,1,36.21,20.34,0,100,1,0,0,0,,,,,,,0,0,0,0,0,380.24,432.26,-2.05,-9.67,396755462,0.0,1.67,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.27%) | Gelişmiş Cup & Handle | ATR STOP: 380.24, TP: 432.26 | 1H:%-2.05 | 1A:%-9.67",3,6.4,0,0,1,0,0,-36.21,-20.34,721603.0,0,-23.9,,,,,,,,,,,,,,,,,,,,2025-10-09,406.25,3.569230769230769,-1.0461538461538462,4.45632798573975,420.75,392.5,3.569230769230769,1,5,26.03076923076923,18.276923076923076,6.15234375,512.0,392.5,-,0.0,AL,50.0,2025-10-09 13:30,5.0,-,0.0,SAT,-50.0,2025-09-26 06:30,89.0,-,0.0,SAT,-50.0,2025-10-01 08:00,19.0,-,0.0,AL,50.0,2025-08-06 00:00,46.0,,,,,,,,,,,0,1
BSOKE,2025-10-09,16.09,100,3,0,0,15.73,15.65,0.29,0.29,0,56.53,19.42,11601604.0,14.7,15.8,16.9,13.95,0,59.46,73.18,0,100,1,0,0,0,,,,,,,0,0,0,0,0,15.04,17.14,2.16,12.13,386565627,1609.0,2.23,"ATR Oranı düşük (4.37%) | Gelişmiş Cup & Handle | ATR STOP: 15.04, TP: 17.14 | 1H:%2.16 | 1A:%12.13",4,6.53,1,0,1,0,0,-59.46,-73.18,11601604.0,0,-51.18,,,,,,,,,,,,,,,,,,,,2025-10-09,16.09,-2.423865755127412,-4.909881914232437,2.5477707006369337,15.7,15.3,-2.423865755127412,1,6,1.9888129272840294,-4.474829086389065,6.337599024984771,16.41,15.01,SAT,-50.0,SAT,-50.0,2025-10-09 14:45,0.0,-,0.0,AL,50.0,2025-10-09 10:30,4.0,-,0.0,AL,50.0,2025-08-25 08:00,100.0,-,0.0,AL,50.0,2025-10-06 00:00,3.0,,,,,,,,,,,0,0
